edad,genero,pais,is_condicion_fisica,detalle_condicion,nivel_expereincia_previo,condicion_previa,motivo,n_acompañantes,epoca,is_camino_realizado_prev,ruta,dias,inicio,distancia,dureza,calzado,is_calzado_adecuado,is_tr_mochila,is_reserva_aloj,alojamiento,hace_cuanto,is_volver_a_hacer,etapa_ideal,nota,is_lesion,consejos,modo_realizacion
26.0,Mujer,Alemania,0,No,Moderada (10–20 km regularmente),Baja,"Cultural/turístico, Personal/reflexivo, Religioso",Desconocido,Verano,0,Portugués,6.0,A Guarda,100,Exigentes,Zapatillas deportivas normales,1,0,0,Albergues públicos,Este año,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
34.0,Mujer,España,0,Fascitis plantar,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo",6.0,Verano,0,Francés,6.0,Sarria,100,Moderadas,Zapatillas deportivas normales,1,1,1,"Albergues privados, Hostales / Hoteles",Este año,Sí,Cortas y fáciles (≤ 15 km),10,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
49.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Baja,"Cultural/turístico, Deportivo, Personal/reflexivo",Desconocido,Verano,0,Francés,9.0,Sarria,100,Muy variables,Botas de montaña,1,1,1,"Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,Sin respuesta,A pie
32.0,Mujer,España,0,Asma leve,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",Desconocido,Primavera,0,Portugués,3.0,Pontevedra,100,Moderadas,Zapatillas de trail running,1,0,1,Hostales / Hoteles,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),10,No,Sin respuesta,En bici
32.0,Hombre,Italia,0,No,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo",Desconocido,Otoño,0,Francés,5.0,Sarria,100,Moderadas,Zapatillas deportivas normales,1,0,0,Albergues públicos,En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
47.0,Mujer,Reino Unido,0,No,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Deportivo",3.0,Otoño,0,Inglés,6.0,Ferrol,100,Moderadas,Zapatillas deportivas normales,1,0,1,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,Argentina,0,No,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Personal/reflexivo",3.0,Otoño,0,del Norte,14.0,Gijón,200,Exigentes,Botas de montaña,1,0,0,Albergues públicos,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Avanzada (rutas largas con mochila/montaña),Media,Deportivo,Desconocido,Verano,0,Francés,6.0,Sarria,100,Moderadas,Botas de montaña,1,0,1,"Albergues públicos, Albergues privados",En los últimos 2 años,Tal vez,Medias (~20 km con algo de desnivel),7,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
44.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Alta,"Cultural/turístico, Religioso",Desconocido,Verano,0,Primitivo,6.0,Oviedo,200,Moderadas,Botas de montaña,1,0,1,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),10,No,Sin respuesta,En bici
24.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Media,"Deportivo, Religioso",Desconocido,Otoño,0,Portugués,5.0,O Porriño,100,Moderadas,Botas de montaña,1,0,0,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
45.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",Desconocido,Verano,1,Portugués,6.0,Tui,100,Muy variables,Zapatillas de trail running,1,0,1,Hostales / Hoteles,Este año,Tal vez,Cortas y fáciles (≤ 15 km),7,No,Sin respuesta,A pie
31.0,Mujer,España,0,No,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Religioso",Desconocido,Verano,1,Portugués,6.0,Porto,200,Muy variables,Zapatillas de trail running,1,0,1,Hostales / Hoteles,Más de 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Avanzada (rutas largas con mochila/montaña),Media,"Deportivo, Religioso",Desconocido,Verano,0,del Norte,6.0,Santander,200,Exigentes,Zapatillas deportivas normales,1,0,0,Albergues públicos,En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
42.0,Hombre,Reino Unido,1,Escoliosis,Moderada (10–20 km regularmente),Alta,Religioso,Desconocido,Otoño,0,Portugués,7.0,Vigo,100,Suaves,Zapatillas de trail running,1,1,1,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,Sin respuesta,A pie
32.0,Mujer,Alemania,0,Dolor lumbar,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Religioso",6.0,Verano,0,Inglés,4.0,Betanzos,100,Moderadas,Botas de montaña,1,0,1,"Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
24.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Alta,Personal/reflexivo,Desconocido,Primavera,1,Francés,5.0,Sarria,100,Moderadas,Zapatillas de trail running,1,0,0,Albergues privados,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),10,No,Sin respuesta,A pie
25.0,Mujer,España,0,No,Avanzada (rutas largas con mochila/montaña),Media,Deportivo,3.0,Verano,1,Portugués,6.0,Barcelos,200,Moderadas,Zapatillas de trail running,1,0,1,"Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,Italia,0,No,Básica (≤ 10 km ocasionalmente),Alta,"Deportivo, Personal/reflexivo, Religioso",6.0,Verano,1,Francés,5.0,Sarria,100,Muy variables,Botas de montaña,1,0,1,"Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
41.0,Mujer,España,1,Asma leve,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Religioso",Desconocido,Verano,1,Francés,6.0,Sarria,100,Muy variables,Playeros ,1,0,1,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),10,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,Portugal,0,No,Moderada (10–20 km regularmente),Alta,"Cultural/turístico, Deportivo",6.0,Verano,0,Inglés,6.0,Ferrol,100,Moderadas,Playeros ,1,0,0,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Alta,"Cultural/turístico, Deportivo, Personal/reflexivo",3.0,Primavera,1,Primitivo,6.0,Pola De Allande,200,Suaves,Botas de montaña,1,0,0,Albergues privados,En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,Sin respuesta,A pie
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Media,Religioso,Desconocido,Otoño,0,Francés,6.0,Sarria,100,Moderadas,Botas de montaña,1,0,0,Albergues privados,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,Ligamento de rodilla inestable,Básica (≤ 10 km ocasionalmente),Media,Deportivo,Desconocido,Verano,0,Portugués,6.0,Tui,100,Muy variables,Playeros ,1,0,0,"Albergues públicos, Albergues privados",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,Sin respuesta,A pie
30.0,Mujer,España,0,No,Avanzada (rutas largas con mochila/montaña),Baja,Personal/reflexivo,Desconocido,Primavera,0,Francés,4.0,Sarria,100,Exigentes,Botas de montaña,1,0,0,Albergues privados,Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,Italia,0,No,Moderada (10–20 km regularmente),Media,"Deportivo, Religioso",Desconocido,Primavera,0,Francés,6.0,Sarria,100,Suaves,Zapatillas deportivas normales,1,1,0,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,Francia,0,No,Moderada (10–20 km regularmente),Baja,Cultural/turístico,3.0,Verano,0,Francés,8.0,O Cebreiro,100,Muy variables,Zapatillas de trail running,1,0,1,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,Portugal,1,Asma leve,Moderada (10–20 km regularmente),Alta,Cultural/turístico,Desconocido,Verano,0,Francés,6.0,Sarria,100,Muy variables,Botas de montaña,1,0,1,Hostales / Hoteles,Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Ninguna,Baja,"Cultural/turístico, Personal/reflexivo, Religioso",Desconocido,Verano,1,Francés,6.0,Sarria,100,Muy variables,Zapatillas de trail running,1,0,1,Hostales / Hoteles,Este año,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Media,"Deportivo, Religioso",3.0,Verano,0,Inglés,6.0,Ferrol,100,Suaves,Botas de montaña,1,0,1,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
28.0,Hombre,Portugal,0,No,Básica (≤ 10 km ocasionalmente),Alta,"Deportivo, Religioso",Desconocido,Verano,1,Inglés,6.0,Betanzos,100,Moderadas,Zapatillas de trail running,1,0,1,"Hostales / Hoteles, Airbnb",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
30.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Baja,"Cultural/turístico, Religioso",3.0,Invierno,0,Francés,6.0,Sarria,100,Moderadas,Botas de montaña,1,0,0,Albergues públicos,Este año,Tal vez,Medias (~20 km con algo de desnivel),7,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,Reino Unido,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo",6.0,Otoño,0,Francés,8.0,Sarria,100,Suaves,Botas de montaña,1,0,1,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),10,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
31.0,Mujer,Portugal,1,Dolor lumbar,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",Desconocido,Otoño,0,Francés,6.0,Sarria,100,Suaves,Zapatillas deportivas normales,1,0,0,"Albergues públicos, Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Alta,"Deportivo, Religioso",Desconocido,Verano,0,Francés,6.0,Sarria,100,Muy variables,Zapatillas deportivas normales,1,0,0,Albergues privados,Este año,Tal vez,Largas y exigentes (≥ 25 km),7,"Sí, importante (me hizo abandonar)","Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Baja,"Deportivo, Personal/reflexivo",Desconocido,Verano,0,Inglés,6.0,Ferrol,100,Moderadas,Zapatillas de trail running,1,0,0,"Albergues públicos, Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
28.0,Mujer,España,0,No,Ninguna,Media,Cultural/turístico,Desconocido,Verano,1,Portugués,6.0,Vigo,100,Suaves,Zapatillas de trail running,1,0,1,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Avanzada (rutas largas con mochila/montaña),Media,Religioso,Desconocido,Verano,0,Portugués,6.0,Pontevedra,100,Moderadas,Zapatillas deportivas normales,0,0,1,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
35.0,Mujer,España,0,No,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",Desconocido,Verano,0,Francés,6.0,O Cebreiro,100,Moderadas,Botas de montaña,1,0,0,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),10,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Religioso",Desconocido,Invierno,0,Primitivo,19.0,Oviedo,200,Suaves,Botas de montaña,1,1,0,"Albergues públicos, Albergues privados, Hostales / Hoteles",Este año,Tal vez,Cortas y fáciles (≤ 15 km),7,No,"Planifica etapas cortas y constantes, evita alargar por euforia. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
30.0,Mujer,México,0,Asma leve,Avanzada (rutas largas con mochila/montaña),Alta,"Deportivo, Personal/reflexivo",6.0,Verano,0,Portugués,6.0,Tui,100,Moderadas,Zapatillas de trail running,1,0,0,Albergues públicos,En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,Sin respuesta,A pie
32.0,Hombre,España,0,No,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Religioso",Desconocido,Primavera,1,Portugués,6.0,Tui,100,Moderadas,Zapatillas deportivas normales,1,1,1,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),10,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
45.0,Mujer,Italia,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo",Desconocido,Verano,0,Inglés,5.0,Ferrol,100,Moderadas,Zapatillas de trail running,1,0,1,Hostales / Hoteles,Más de 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,Sin respuesta,A pie
35.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo",Desconocido,Verano,1,Francés,5.0,Sarria,100,Moderadas,Botas de montaña,1,0,1,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,Sin respuesta,A pie
32.0,Hombre,España,0,No,Ninguna,Media,"Deportivo, Personal/reflexivo, Religioso",3.0,Otoño,0,Francés,6.0,Ponferrada,200,Moderadas,Playeros ,1,1,0,Albergues privados,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Ninguna,Media,"Cultural/turístico, Personal/reflexivo",Desconocido,Verano,0,Francés,7.0,Sarria,100,Suaves,Zapatillas de trail running,1,1,1,"Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Moderada (10–20 km regularmente),Alta,"Cultural/turístico, Deportivo",6.0,Verano,0,Inglés,6.0,Ferrol,100,Moderadas,Botas de montaña,1,0,0,Albergues privados,Este año,Sí,Medias (~20 km con algo de desnivel),10,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
