Marca temporal,Edad,Género,País de origen,¿Tienes alguna condición física o lesión que deba tenerse en cuenta?,"Si tienes alguna condición física o lesión que deba tenerse en cuenta, cuál es?",¿Qué nivel de experiencia tenías en senderismo o caminatas largas?,¿Cómo era tu condición física antes de empezar el Camino?,Motivo/s principal/es para hacer el Camino,¿Con cuántas personas hiciste el Camino?,¿Qué época del año lo hiciste?,¿Habías hecho el camino anteriormente?,¿Qué ruta del Camino hiciste?,¿Cuántos días te llevó completarlo?,¿Desde donde lo empezaste?,¿Qué distancia total caminaste (aproximadamente)?,¿Qué tan duras fueron las etapas que hiciste en general?,¿Qué tipo de calzado usaste principalmente durante el Camino?,¿Tu calzado fue adecuado para el tipo de terreno y etapas?,¿Usaste transporte de mochila?,¿Reservaste alojamientos con antelación?,¿En qué tipo o tipos de alojamiento te hospedaste durante tu estancia?,¿Hace cuánto hiciste el Camino?,¿Volverías a hacer el Camino?,¿Cuál crees que es tu tipo ideal de etapa?,¿Qué nota le das a tu experiencia en el Camino? (0–10),¿Tuviste alguna lesión o problema físico durante el camino?,¿Qué consejos darías a alguien como tú antes de hacer el Camino?,Medio de transporte
2024-05-19 18:10:33.000,27,Mujer,Alemania,No,,Básica (≤ 10 km ocasionalmente),Media,Personal/reflexivo,En grupo pequeño (3–6 personas),Otoño,Sí,Portugués,cuatro,Pontevedra,Menos de 100 km,Suaves,Zapatillas de trail running,Sí,No,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-06-07 12:47:18.000,cuarenta y seis,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",Solo/a,Verano,No,Inglés,seis,Betanzos,Menos de 100 km,Suaves,Zapatillas deportivas normales,Sí,No,No,Albergues públicos,En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-01-20 07:44:13.000,26,Mujer,Italia,No,,Básica (≤ 10 km ocasionalmente),Alta,Religioso,En grupo organizado (>6),Verano,No,Inglés,cinco,Ferrol,100–200 km,Moderadas,Botas de montaña,Sí,No,No,Albergues públicos,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-01-30 20:09:04.000,diecinueve,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",En grupo organizado (>6),Otoño,Sí,Portugués,cuatro,Vigo,100–200 km,Exigentes,Zapatillas deportivas normales,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),10,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-11-01 18:41:40.000,treinta,Hombre,Argentina,,Fascitis plantar,Básica (≤ 10 km ocasionalmente),Media,"Personal/reflexivo, Religioso",En grupo organizado (>6),Verano,No,Francés,10,Ponferrada,200–400 km,Moderadas,Botas de montaña,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-05-09 22:37:30.000,33,Hombre,España,,Asma leve,Moderada (10–20 km regularmente),Alta,"Cultural/turístico, Religioso",Solo/a,Verano,No,Primitivo,quince,Oviedo,200–400 km,Moderadas,Botas de montaña,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-05-20 03:01:09.000,29,Mujer,España,No,,Avanzada (rutas largas con mochila/montaña),Alta,"Deportivo, Religioso",Solo/a,Otoño,No,Portugués,cinco,O Porriño,100–200 km,Moderadas,Botas de montaña,Sí,Sí,Sí,Hostales / Hoteles,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-04-10 08:53:53.000,28,Mujer,España,No,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Verano,No,Portugués,seis,Tui,100–200 km,Muy variables,Zapatillas deportivas normales,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-11-14 20:34:07.000,41,Mujer,España,,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Verano,No,Francés,6,Sarría,100–200 km,Moderadas,Sandalias de trekking,Sí,No,No,Albergues públicos,Este año,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-10-30 14:12:31.000,veintisiete,Mujer,España,No,,Moderada (10–20 km regularmente),Alta,"Cultural/turístico, Religioso",Solo/a,Verano,No,Portugués,seis,Vigo,100–200 km,Suaves,Zapatillas deportivas normales,No,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-06-05 17:15:36.000,treinta y tres,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,Cultural/turístico,En grupo pequeño (3–6 personas),Otoño,No,Francés,6,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,No,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-02-09 12:56:37.000,veintiséis,Mujer,Reino Unido,,,Básica (≤ 10 km ocasionalmente),Media,Personal/reflexivo,En grupo pequeño (3–6 personas),Primavera,No,Francés,siete,Sarria,100–200 km,Suaves,Botas de montaña,Sí,Sí,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,,A pie
2024-10-31 13:32:13.000,treinta,Hombre,España,,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",Solo/a,Invierno,No,Portugués,seis,Tui,100–200 km,Moderadas,Botas de montaña,Sí,No,No,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-12-10 16:40:38.000,veintitrés,Hombre,España,No,,Avanzada (rutas largas con mochila/montaña),Media,Religioso,En pareja,Invierno,Sí,Francés,nueve,Ponferrada,200–400 km,Moderadas,Botas de montaña,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Tal vez,Largas y exigentes (≥ 25 km),7,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-05-25 22:41:39.000,23,Mujer,Reino Unido,,,Moderada (10–20 km regularmente),Media,"Deportivo, Religioso",En grupo organizado (>6),Primavera,No,Francés,cinco,Sarria,100–200 km,Muy variables,Playeros ,Sí,No,No,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-09-30 18:18:54.000,treinta y dos,Mujer,España,Sí,Fascitis plantar,Moderada (10–20 km regularmente),Media,"Deportivo, Religioso",En pareja,Verano,No,Primitivo,6,Lugo,100–200 km,Suaves,Zapatillas de trail running,Sí,Sí,No,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-10-19 01:38:10.000,treinta y siete,Mujer,Colombia,Sí,Ligamento de rodilla inestable,Ninguna,Media,"Cultural/turístico, Deportivo",Solo/a,Verano,No,Portugués,3,Pontevedra,Menos de 100 km,Moderadas,Botas de montaña,Sí,No,Sí,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-01-31 21:21:09.000,28,Mujer,España,Sí,Escoliosis,Básica (≤ 10 km ocasionalmente),Alta,"Deportivo, Personal/reflexivo",Solo/a,Verano,No,Portugués,3,Pontevedra,Menos de 100 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-05-24 10:24:37.000,24,Hombre,España,,,Moderada (10–20 km regularmente),Alta,"Cultural/turístico, Personal/reflexivo",Solo/a,Primavera,No,Portugués,6,Tui,100–200 km,Moderadas,Playeros ,Sí,No,Sí,"Hostales / Hoteles, Pensiones",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-07-14 22:23:12.000,cuarenta,Mujer,España,,,Moderada (10–20 km regularmente),Media,Religioso,En pareja,Verano,No,Francés,cinco,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,No,No,"Albergues públicos, Albergues privados, Hostales / Hoteles",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,,A pie
2024-08-17 09:12:02.000,48,Mujer,España,,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Deportivo, Religioso",En grupo pequeño (3–6 personas),Verano,No,Portugués,cinco,Vigo,100–200 km,Moderadas,Playeros ,No,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2025-05-03 03:45:34.000,34,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",En pareja,Verano,No,Portugués,3,Pontevedra,Menos de 100 km,Moderadas,Botas de montaña,Sí,No,No,Albergues públicos,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-07-02 21:17:47.000,veintisiete,Hombre,Alemania,No,,Ninguna,Media,Cultural/turístico,Solo/a,Otoño,Sí,del Norte,9,Luarca,200–400 km,Exigentes,Zapatillas deportivas normales,Sí,No,No,Albergues públicos,En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-08-23 02:13:38.000,33,Mujer,España,,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Religioso",En pareja,Invierno,No,Inglés,4,Betanzos,Menos de 100 km,Moderadas,Zapatillas de trail running,Sí,No,No,Albergues públicos,Más de 2 años,Sí,Largas y exigentes (≥ 25 km),8,"Sí, leve","Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-07-06 11:52:04.000,35,Hombre,España,Sí,Asma leve,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Otoño,No,Francés,ocho,O Cébreiro,100–200 km,Moderadas,Botas de montaña,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-06-02 15:31:52.000,27,Mujer,Argentina,No,,Avanzada (rutas largas con mochila/montaña),Alta,"Cultural/turístico, Personal/reflexivo, Religioso",Solo/a,Primavera,No,Francés,5,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,"Hostales / Hoteles, Pensiones",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-04-05 00:27:02.000,48,Hombre,España,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",Solo/a,Primavera,No,del Norte,23,Santander,200–400 km,Muy variables,Botas de montaña,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-04-19 19:28:42.000,treinta y seis,Mujer,España,No,,Moderada (10–20 km regularmente),Media,Religioso,Solo/a,Otoño,No,Francés,5,Sarriá,100–200 km,Muy variables,Botas de montaña,Sí,No,Sí,"Hostales / Hoteles, Pensiones",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-08-24 13:06:25.000,28,Mujer,España,,,Moderada (10–20 km regularmente),Media,"Personal/reflexivo, Religioso",En pareja,Verano,No,Francés,dieciocho,Villar De Mazarife,200–400 km,Muy variables,Playeros ,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-03-28 09:52:42.000,29,Hombre,España,No,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Personal/reflexivo",En grupo pequeño (3–6 personas),Verano,No,Primitivo,cinco,Lugo,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,No,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,,A pie
2025-07-18 01:06:29.000,48,Mujer,Italia,No,,Avanzada (rutas largas con mochila/montaña),Media,Religioso,En pareja,Primavera,Sí,Francés,6,Sarria,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,No,Albergues privados,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-06-28 23:16:31.000,24,Mujer,España,Sí,Tendinitis rotuliana,Ninguna,Baja,"Cultural/turístico, Personal/reflexivo",En grupo organizado (>6),Primavera,No,Portugués,6,Vigo,100–200 km,Suaves,Zapatillas de trail running,Sí,No,Sí,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-02-01 02:43:12.000,25,Hombre,España,,,Moderada (10–20 km regularmente),Media,Cultural/turístico,Solo/a,Verano,No,del Norte,nueve,Ribadeo,100–200 km,Moderadas,Botas de montaña,Sí,No,No,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),8,"Sí, leve","Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-01-04 19:28:36.000,39,Mujer,México,No,,Básica (≤ 10 km ocasionalmente),Baja,"Cultural/turístico, Deportivo, Religioso",En pareja,Verano,No,del Norte,8,Ribadeo,100–200 km,Muy variables,Zapatillas deportivas normales,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-05-19 01:31:01.000,26,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",En grupo organizado (>6),Verano,No,Inglés,7,Ferrol,100–200 km,Suaves,Playeros ,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-06 02:36:01.000,cincuenta y dos,Mujer,Portugal,No,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo, Religioso",Solo/a,Verano,No,Francés,5,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,Sí,Sí,"Hostales / Hoteles, Pensiones",Este año,Sí,Largas y exigentes (≥ 25 km),10,No,,En bici
2024-08-02 23:35:35.000,32,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Alta,"Cultural/turístico, Deportivo, Personal/reflexivo",Solo/a,Invierno,No,Francés,cinco,Sarria,100–200 km,Moderadas,Playeros ,Sí,No,Sí,"Hostales / Hoteles, Pensiones",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-07-23 12:14:52.000,51,Mujer,España,Sí,Escoliosis,Básica (≤ 10 km ocasionalmente),Media,Deportivo,En pareja,Verano,Sí,del Norte,6,Vilalba,100–200 km,Moderadas,Botas de montaña,Sí,Sí,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),10,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-02-28 08:42:00.000,treinta y ocho,Hombre,España,No,,Moderada (10–20 km regularmente),Media,Cultural/turístico,En pareja,Verano,No,Primitivo,dieciocho,Oviedo,200–400 km,Muy variables,Zapatillas deportivas normales,Sí,Sí,Sí,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-07-20 06:13:53.000,treinta y uno,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Religioso",En pareja,Verano,No,del Norte,12,Gijón,200–400 km,Exigentes,Botas de montaña,Sí,Sí,Sí,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-05-18 03:25:01.000,49,Mujer,España,,,Básica (≤ 10 km ocasionalmente),Baja,"Deportivo, Personal/reflexivo",En pareja,Primavera,No,Portugués,ocho,Tui,100–200 km,Suaves,Zapatillas de trail running,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,,A pie
